,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,Day,Date(dd-mm-yyyy),Month
274,274,274,274,274,274,274,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,10:10:00,Credit card,95.36,4.761904762,4.768,4.1,Sunday,24-02-2019,February
275,275,275,275,275,275,275,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,10:05:00,Cash,206.13,4.761904762,10.3065,8.7,Monday,4/3/2019,March
276,276,276,276,276,276,276,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,18:15:00,Credit card,88.04,4.761904762,4.402,6.6,Tuesday,29-01-2019,January
277,277,277,277,277,277,277,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,18:37:00,Credit card,123.84,4.761904762,6.192,8.5,Tuesday,26-03-2019,March
278,278,278,278,278,278,278,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,14:42:00,Credit card,742.2,4.761904762,37.11,4.3,Tuesday,1/1/2019,January
279,279,279,279,279,279,279,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,17:43:00,Cash,84.48,4.761904762,4.224,7.6,Thursday,24-01-2019,January
280,280,280,280,280,280,280,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,14:42:00,Ewallet,91.3,4.761904762,4.565,9.2,Thursday,14-02-2019,February
281,281,281,281,281,281,281,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,19:44:00,Cash,52.38,4.761904762,2.619,5.8,Tuesday,26-03-2019,March
282,282,282,282,282,282,282,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,13:34:00,Ewallet,192.7,4.761904762,9.635,5.6,Wednesday,9/1/2019,January
283,283,283,283,283,283,283,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,15:21:00,Cash,155.82,4.761904762,7.791,7.9,Friday,15-02-2019,February
284,284,284,284,284,284,284,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,16:16:00,Credit card,78.94,4.761904762,3.947,5.0,Saturday,2/3/2019,March
285,285,285,285,285,285,285,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,12:43:00,Cash,21.32,4.761904762,1.066,5.9,Saturday,26-01-2019,January
286,286,286,286,286,286,286,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,11:32:00,Credit card,281.34,4.761904762,14.067,5.9,Wednesday,30-01-2019,January
287,287,287,287,287,287,287,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,18:08:00,Ewallet,73.26,4.761904762,3.663,9.7,Sunday,27-01-2019,January
288,288,288,288,288,288,288,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,13:11:00,Cash,594.6,4.761904762,29.73,4.2,Saturday,19-01-2019,January
289,289,289,289,289,289,289,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,11:05:00,Cash,74.1,4.761904762,3.705,9.2,Friday,25-01-2019,January
290,290,290,290,290,290,290,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,10:12:00,Ewallet,196.96,4.761904762,9.848,9.2,Tuesday,19-02-2019,February
291,291,291,291,291,291,291,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,14:21:00,Ewallet,479.75,4.761904762,23.9875,8.8,Wednesday,23-01-2019,January
292,292,292,292,292,292,292,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,18:35:00,Cash,113.24,4.761904762,5.662,8.2,Thursday,7/3/2019,March
293,293,293,293,293,293,293,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,12:35:00,Cash,428.67,4.761904762,21.4335,5.0,Wednesday,23-01-2019,January
294,294,294,294,294,294,294,840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,18:06:00,Ewallet,25.52,4.761904762,1.276,7.8,Tuesday,8/1/2019,January
295,295,295,295,295,295,295,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,14:30:00,Cash,238.77,4.761904762,11.9385,6.6,Tuesday,8/1/2019,January
296,296,296,296,296,296,296,852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,13:35:00,Ewallet,258.36,4.761904762,12.918,9.3,Sunday,6/1/2019,January
297,297,297,297,297,297,297,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,10:33:00,Credit card,173.74,4.761904762,8.687,7.1,Saturday,16-02-2019,February
298,298,298,298,298,298,298,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,17:26:00,Cash,534.36,4.761904762,26.718,9.9,Friday,18-01-2019,January
299,299,299,299,299,299,299,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,11:52:00,Credit card,93.16,4.761904762,4.658,5.9,Tuesday,19-03-2019,March
300,300,300,300,300,300,300,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,16:08:00,Credit card,720.16,4.761904762,36.008,4.5,Thursday,21-03-2019,March
301,301,301,301,301,301,301,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,12:45:00,Ewallet,206.52,4.761904762,10.326,7.5,Saturday,30-03-2019,March
302,302,302,302,302,302,302,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,13:37:00,Cash,166.68,4.761904762,8.334,7.6,Tuesday,19-03-2019,March
303,303,303,303,303,303,303,460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,10:03:00,Cash,319.06,4.761904762,15.953,5.0,Sunday,13-01-2019,January
304,304,304,304,304,304,304,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,19:42:00,Ewallet,87.9,4.761904762,4.395,6.7,Tuesday,5/2/2019,February
305,305,305,305,305,305,305,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,13:14:00,Ewallet,734.7,4.761904762,36.735,9.5,Saturday,23-03-2019,March
306,306,306,306,306,306,306,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,19:53:00,Ewallet,769.2,4.761904762,38.46,5.6,Sunday,17-03-2019,March
307,307,307,307,307,307,307,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,19:17:00,Ewallet,315.36,4.761904762,15.768,4.6,Saturday,9/2/2019,February
308,308,308,308,308,308,308,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,20:21:00,Credit card,138.65,4.761904762,6.9325,4.2,Tuesday,26-03-2019,March
309,309,309,309,309,309,309,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,17:35:00,Cash,80.71,4.761904762,4.0355,8.1,Monday,28-01-2019,January
310,310,310,310,310,310,310,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,16:30:00,Ewallet,159.08,4.761904762,7.954,6.2,Wednesday,27-03-2019,March
311,311,311,311,311,311,311,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,10:09:00,Cash,744.96,4.761904762,37.248,6.8,Thursday,7/2/2019,February
312,312,312,312,312,312,312,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,10:00:00,Ewallet,410.72,4.761904762,20.536,7.6,Thursday,31-01-2019,January
313,313,313,313,313,313,313,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,18:45:00,Cash,298.8,4.761904762,14.94,5.8,Monday,25-02-2019,February
314,314,314,314,314,314,314,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,12:04:00,Cash,378.68,4.761904762,18.934,6.8,Monday,11/3/2019,March
315,315,315,315,315,315,315,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,17:54:00,Credit card,356.58,4.761904762,17.829,6.8,Sunday,13-01-2019,January
316,316,316,316,316,316,316,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,11:40:00,Ewallet,744.4,4.761904762,37.22,5.1,Wednesday,27-02-2019,February
317,317,317,317,317,317,317,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,10:18:00,Cash,447.4,4.761904762,22.37,7.4,Saturday,30-03-2019,March
318,318,318,318,318,318,318,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,16:27:00,Cash,276.27,4.761904762,13.8135,4.2,Sunday,17-02-2019,February
319,319,319,319,319,319,319,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,18:14:00,Ewallet,266.08,4.761904762,13.304,6.9,Saturday,2/3/2019,March
320,320,320,320,320,320,320,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,19:30:00,Ewallet,456.8,4.761904762,22.84,5.7,Saturday,19-01-2019,January
321,321,321,321,321,321,321,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,14:53:00,Credit card,253.95,4.761904762,12.6975,5.3,Tuesday,19-02-2019,February
322,322,322,322,322,322,322,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,20:14:00,Cash,70.56,4.761904762,3.528,4.2,Thursday,28-03-2019,March
323,323,323,323,323,323,323,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,11:51:00,Credit card,657.16,4.761904762,32.858,7.3,Saturday,5/1/2019,January
324,324,324,324,324,324,324,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,11:51:00,Cash,297.99,4.761904762,14.8995,6.8,Sunday,6/1/2019,January
325,325,325,325,325,325,325,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,15:07:00,Cash,887.94,4.761904762,44.397,8.4,Tuesday,19-02-2019,February
326,326,326,326,326,326,326,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,18:45:00,Cash,41.78,4.761904762,2.089,9.8,Tuesday,5/2/2019,February
327,327,327,327,327,327,327,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,15:23:00,Credit card,15.5,4.761904762,0.775,7.4,Tuesday,19-03-2019,March
328,328,328,328,328,328,328,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,15:27:00,Ewallet,299.7,4.761904762,14.985,7.2,Monday,4/3/2019,March
329,329,329,329,329,329,329,195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,12:55:00,Credit card,243.03,4.761904762,12.1515,9.3,Sunday,13-01-2019,January
330,330,330,330,330,330,330,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,18:02:00,Cash,47.4,4.761904762,2.37,9.5,Monday,25-03-2019,March
331,331,331,331,331,331,331,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,15:29:00,Cash,240.24,4.761904762,12.012,5.4,Monday,11/2/2019,February
332,332,332,332,332,332,332,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,10:39:00,Cash,298.64,4.761904762,14.932,8.5,Monday,4/3/2019,March
333,333,333,333,333,333,333,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,17:44:00,Cash,232.6,4.761904762,11.63,8.4,Wednesday,23-01-2019,January
334,334,334,334,334,334,334,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.186,14:19:00,Ewallet,877.32,4.761904762,43.866,7.4,Thursday,14-03-2019,March
335,335,335,335,335,335,335,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,19:06:00,Credit card,282.8,4.761904762,14.14,4.5,Friday,22-03-2019,March
336,336,336,336,336,336,336,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8,Sunday,10/3/2019,March
337,337,337,337,337,337,337,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,13:22:00,Cash,31.84,4.761904762,1.592,7.7,Saturday,9/2/2019,February
338,338,338,338,338,338,338,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,15:33:00,Cash,65.82,4.761904762,3.291,4.1,Friday,22-02-2019,February
339,339,339,339,339,339,339,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,13:28:00,Cash,618.38,4.761904762,30.919,6.6,Monday,18-02-2019,February
340,340,340,340,340,340,340,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.746,13:27:00,Credit card,164.52,4.761904762,8.226,5.9,Wednesday,20-02-2019,February
341,341,341,341,341,341,341,351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.896,60.816,18:07:00,Ewallet,57.92,4.761904762,2.896,4.5,Wednesday,6/2/2019,February
342,342,342,342,342,342,342,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.142,17:03:00,Cash,102.04,4.761904762,5.102,6.8,Saturday,9/3/2019,March
343,343,343,343,343,343,343,299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.116,590.436,16:19:00,Cash,562.32,4.761904762,28.116,4.5,Tuesday,15-01-2019,January
344,344,344,344,344,344,344,319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,15:30:00,Ewallet,80.6,4.761904762,4.03,4.4,Monday,11/3/2019,March
345,345,345,345,345,345,345,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.137,10:40:00,Ewallet,263.94,4.761904762,13.197,5.1,Tuesday,5/3/2019,March
346,346,346,346,346,346,346,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,12:20:00,Credit card,66.4,4.761904762,3.32,4.4,Friday,15-03-2019,March
347,347,347,347,347,347,347,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,15:31:00,Cash,33.52,4.761904762,1.676,6.7,Friday,8/2/2019,February
348,348,348,348,348,348,348,145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,19:48:00,Cash,441.8,4.761904762,22.09,9.6,Friday,25-01-2019,January
349,349,349,349,349,349,349,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,19:39:00,Credit card,470.65,4.761904762,23.5325,4.8,Monday,25-02-2019,February
350,350,350,350,350,350,350,149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,12:43:00,Cash,702.63,4.761904762,35.1315,4.5,Monday,28-01-2019,January
351,351,351,351,351,351,351,640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,14:49:00,Cash,670.24,4.761904762,33.512,5.1,Thursday,10/1/2019,January
352,352,352,352,352,352,352,777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,13:01:00,Cash,240.96,4.761904762,12.048,7.7,Sunday,3/3/2019,March
353,353,353,353,353,353,353,280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,18:45:00,Ewallet,86.72,4.761904762,4.336,7.9,Thursday,17-01-2019,January
354,354,354,354,354,354,354,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,13:03:00,Cash,414.72,4.761904762,20.736,5.6,Friday,8/2/2019,February
355,355,355,355,355,355,355,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,18:00:00,Cash,375.84,4.761904762,18.792,9.5,Saturday,9/3/2019,March
356,356,356,356,356,356,356,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,17:24:00,Credit card,510.21,4.761904762,25.5105,8.4,Wednesday,27-02-2019,February
357,357,357,357,357,357,357,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,15:47:00,Ewallet,180.09,4.761904762,9.0045,4.1,Wednesday,6/2/2019,February
358,358,358,358,358,358,358,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,12:45:00,Credit card,113.58,4.761904762,5.679,8.1,Sunday,10/2/2019,February
359,359,359,359,359,359,359,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,14:42:00,Ewallet,71.48,4.761904762,3.574,6.5,Friday,22-03-2019,March
360,360,360,360,360,360,360,242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,11:49:00,Ewallet,32.32,4.761904762,1.616,6.5,Thursday,7/3/2019,March
361,361,361,361,361,361,361,347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,13:40:00,Ewallet,495.63,4.761904762,24.7815,10.0,Sunday,3/2/2019,February
362,362,362,362,362,362,362,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,14:35:00,Cash,302.96,4.761904762,15.148,7.6,Thursday,14-02-2019,February
363,363,363,363,363,363,363,109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,15:01:00,Ewallet,585.66,4.761904762,29.283,9.9,Monday,7/1/2019,January
364,364,364,364,364,364,364,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,18:17:00,Ewallet,145.56,4.761904762,7.278,4.0,Tuesday,5/3/2019,March
365,365,365,365,365,365,365,847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,19:56:00,Ewallet,290.04,4.761904762,14.502,6.4,Saturday,26-01-2019,January
366,366,366,366,366,366,366,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,17:55:00,Cash,461.94,4.761904762,23.097,6.1,Wednesday,27-02-2019,February
367,367,367,367,367,367,367,152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,608.202,12:09:00,Credit card,579.24,4.761904762,28.962,8.6,Tuesday,12/3/2019,March
368,368,368,368,368,368,368,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,922.635,10:25:00,Ewallet,878.7,4.761904762,43.935,5.1,Friday,29-03-2019,March
369,369,369,369,369,369,369,733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,18:14:00,Cash,496.2,4.761904762,24.81,7.4,Tuesday,5/3/2019,March
370,370,370,370,370,370,370,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,18:19:00,Cash,212.45,4.761904762,10.6225,8.0,Tuesday,19-03-2019,March
371,371,371,371,371,371,371,479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,11:32:00,Ewallet,32.98,4.761904762,1.649,4.6,Tuesday,5/2/2019,February
372,372,372,372,372,372,372,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,12:44:00,Cash,509.88,4.761904762,25.494,8.4,Friday,15-02-2019,February
373,373,373,373,373,373,373,291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.185,12:29:00,Ewallet,109.7,4.761904762,5.485,5.3,Tuesday,5/3/2019,March
374,374,374,374,374,374,374,659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.568,53.928,15:26:00,Ewallet,51.36,4.761904762,2.568,5.2,Wednesday,16-01-2019,January
375,375,375,375,375,375,375,378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,20:38:00,Ewallet,106.88,4.761904762,5.344,4.1,Sunday,20-01-2019,January
376,376,376,376,376,376,376,219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.622,17:26:00,Credit card,899.64,4.761904762,44.982,4.2,Saturday,9/3/2019,March
377,377,377,377,377,377,377,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,14:57:00,Ewallet,451.76,4.761904762,22.588,7.3,Saturday,9/3/2019,March
378,378,378,378,378,378,378,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.146,11:15:00,Ewallet,812.52,4.761904762,40.626,7.2,Friday,8/2/2019,February
379,379,379,379,379,379,379,191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,13:18:00,Cash,277.34,4.761904762,13.867,7.5,Friday,25-01-2019,January
380,380,380,380,380,380,380,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,18:36:00,Cash,139.36,4.761904762,6.968,7.4,Sunday,10/2/2019,February
381,381,381,381,381,381,381,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,14:40:00,Credit card,524.7,4.761904762,26.235,8.8,Sunday,17-02-2019,February
382,382,382,382,382,382,382,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,12:21:00,Cash,519.1,4.761904762,25.955,8.2,Saturday,16-02-2019,February
383,383,383,383,383,383,383,262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,15:07:00,Credit card,574.88,4.761904762,28.744,6.2,Wednesday,6/3/2019,March
384,384,384,384,384,384,384,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,19:20:00,Credit card,366.16,4.761904762,18.308,4.8,Saturday,23-03-2019,March
385,385,385,385,385,385,385,279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,19:40:00,Cash,72.17,4.761904762,3.6085,6.1,Friday,4/1/2019,January
386,386,386,386,386,386,386,307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,13:58:00,Ewallet,251.4,4.761904762,12.57,9.7,Thursday,7/3/2019,March
387,387,387,387,387,387,387,743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,14:43:00,Ewallet,874.98,4.761904762,43.749,6.0,Saturday,30-03-2019,March
388,388,388,388,388,388,388,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,19:18:00,Ewallet,560.34,4.761904762,28.017,10.0,Wednesday,27-03-2019,March
389,389,389,389,389,389,389,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,15:24:00,Credit card,399.0,4.761904762,19.95,5.9,Wednesday,20-02-2019,February
390,390,390,390,390,390,390,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,14:12:00,Ewallet,340.56,4.761904762,17.028,5.6,Monday,25-02-2019,February
391,391,391,391,391,391,391,316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,12:45:00,Credit card,400.25,4.761904762,20.0125,9.4,Saturday,26-01-2019,January
392,392,392,392,392,392,392,608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,17:34:00,Credit card,317.34,4.761904762,15.867,9.8,Saturday,19-01-2019,January
393,393,393,393,393,393,393,414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,12:04:00,Ewallet,158.32,4.761904762,7.916,8.7,Friday,18-01-2019,January
394,394,394,394,394,394,394,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,19:46:00,Ewallet,54.24,4.761904762,2.712,8.0,Tuesday,5/3/2019,March
395,395,395,395,395,395,395,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,19:00:00,Ewallet,755.92,4.761904762,37.796,7.5,Sunday,3/3/2019,March
396,396,396,396,396,396,396,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,10:53:00,Cash,185.88,4.761904762,9.294,7.0,Friday,8/2/2019,February
397,397,397,397,397,397,397,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,10:39:00,Credit card,231.12,4.761904762,11.556,7.2,Monday,11/2/2019,February
398,398,398,398,398,398,398,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,13:41:00,Ewallet,147.04,4.761904762,7.352,4.6,Tuesday,15-01-2019,January
399,399,399,399,399,399,399,641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,20:23:00,Ewallet,102.2,4.761904762,5.11,5.7,Saturday,26-01-2019,January
400,400,400,400,400,400,400,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,11:57:00,Cash,229.96,4.761904762,11.498,6.6,Friday,15-03-2019,March
401,401,401,401,401,401,401,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,14:51:00,Ewallet,259.0,4.761904762,12.95,8.7,Wednesday,6/2/2019,February
402,402,402,402,402,402,402,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,12:42:00,Credit card,88.85,4.761904762,4.4425,5.4,Friday,15-02-2019,February
403,403,403,403,403,403,403,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,13:41:00,Ewallet,91.11,4.761904762,4.5555,5.1,Thursday,28-03-2019,March
404,404,404,404,404,404,404,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,19:42:00,Credit card,897.57,4.761904762,44.8785,6.5,Saturday,2/3/2019,March
405,405,405,405,405,405,405,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,19:17:00,Ewallet,461.8,4.761904762,23.09,4.9,Wednesday,20-03-2019,March
406,406,406,406,406,406,406,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,13:24:00,Credit card,139.26,4.761904762,6.963,4.4,Friday,4/1/2019,January
407,407,407,407,407,407,407,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,15:53:00,Cash,207.27,4.761904762,10.3635,6.5,Monday,11/3/2019,March
408,408,408,408,408,408,408,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,18:27:00,Cash,123.85,4.761904762,6.1925,8.5,Sunday,24-03-2019,March
409,409,409,409,409,409,409,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,12:58:00,Ewallet,758.96,4.761904762,37.948,8.7,Tuesday,12/2/2019,February
410,410,410,410,410,410,410,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,18:59:00,Credit card,172.02,4.761904762,8.601,7.9,Sunday,10/3/2019,March
411,411,411,411,411,411,411,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,13:44:00,Ewallet,272.1,4.761904762,13.605,6.1,Thursday,31-01-2019,January
